T00007	eco	Escherichia coli K-12 MG1655
T04197	cbut	Clostridium butyricum
T04331	ctyk	Clostridium tyrobutyricum
T04811	ceu	Clostridium estertheticum
T04957	ctae	Clostridium taeniosporum
T05005	cfm	Clostridium formicaceticum
T05083	cchv	Clostridium chauvoei
T05123	carg	Clostridium argentinense
T05484	cdrk	Clostridium drakei
T05663	cia	Clostridium isatidis
T06069	csep	Clostridium septicum
T06237	cdy	Clostridium diolis
T06756	ccoh	Clostridium cochlearium
T06956	cfer	Clostridium fermenticellae
T07299	cgas	Clostridium gasigenes
T07742	clos	Clostridium sp. AWRP
T07934	ccaa	Clostridium cadaveris
T08006	cmah	Clostridium manihotivorum
T08192	crw	Clostridium roseum
T08216	cfb	Clostridium felsineum
T08241	caun	Clostridium aurantibutyricum
T08280	cnn	Clostridium neonatale
T08447	cgel	Clostridium gelidum
T00551	amt	Alkaliphilus metalliredigens
T00607	aoe	Alkaliphilus oremlandii
T01591	asf	Candidatus Arthromitus sp. SFB-mouse-Japan
T01857	asm	Candidatus Arthromitus sp. SFB-mouse-Yit
T03243	aso	Candidatus Arthromitus sp. SFB-mouse-NL
T01624	asb	Candidatus Arthromitus sp. SFB-rat-Yit
T04493	gfe	Geosporobacter ferrireducens
T05971	hhw	Hathewaya histolytica
T05994	cale	Caloramator sp. E03
T06186	crs	Crassaminicella thermophila
T07525	cprf	Crassaminicella profunda
T08466	cras	Crassaminicella sp. 143-21
T06935	sarj	Sarcina sp. JB2
T07479	pbif	Paraclostridium bifermentans
T08453	hhj	Hungatella hathewayi
T01181	clo	Mageeibacillus indolicus
T05345	fsa	Fastidiosipila sanguinis
T00474	cth	Hungateiclostridium thermocellum ATCC 27405
T01933	ctx	Acetivibrio thermocellus
T01661	ccl	Acetivibrio clariflavus
T05223	hsc	Acetivibrio saccincola
T04437	ruk	Hungateiclostridiaceae bacterium KB18
T04880	rbp	Ruminococcaceae bacterium CPB6
T00835	cce	Ruminiclostridium cellulolyticum
T07161	rher	Ruminiclostridium herbifermentans
T02440	css	Thermoclostridium stercorarium subsp. stercorarium DSM 8532
T02527	csd	Thermoclostridium stercorarium subsp. stercorarium DSM 8532
T05300	cthd	Pseudoclostridium thermosuccinogenes
T02589	esr	Eubacterium siraeum V10Sc8a
T02590	esu	Eubacterium siraeum 70/3
T03806	ccel	Clostridium cellulosi
T04429	fpla	Flavonifractor plautii
T01384	eha	Ethanoligenens harbinense
T01387	ral	Ruminococcus albus
T02600	rch	Ruminococcus champanellensis
T02601	rum	Ruminococcus sp. SR1/5
T03158	rus	Ruminococcus bicirculans
T05998	ruj	Ruminococcus bovis
T02591	fpr	Faecalibacterium prausnitzii L2-6
T02592	fpa	Faecalibacterium prausnitzii SL3/3
T06780	fpra	Faecalibacterium prausnitzii A2-165
T08154	fdu	Faecalibacterium duncaniae
T05807	capr	Caproiciproducens sp. NJN-50
T01636	ova	Oscillibacter valericigenes
T06030	obj	Dysosmobacter welbionis
T07171	caml	Caproicibacterium amylolyticum
T07898	clf	Caproicibacterium lactatifermentans
T07247	sman	Solibaculum mannosilyticum
T07635	pfaa	Pusillibacter faecalis
T07633	vfa	Vescimonas fastidiosa
T07634	vcop	Vescimonas coprocola
T07651	cfem	Caproicibacter fermentans
T08068	acol	Anaerotruncus colihominis
T08454	svj	Subdoligranulum variabile
T01292	bpb	Butyrivibrio proteoclasticus
T02581	bfi	Butyrivibrio fibrisolvens
T04542	bhu	Butyrivibrio hungatei
T01448	cle	Cellulosilyticum lentocellum
T06333	cew	Cellulosilyticum sp. WCF-2
T01621	rho	Roseburia hominis
T02597	rix	Roseburia intestinalis XB6B4
T02598	rim	Roseburia intestinalis M50/1
T02583	coo	Coprococcus sp. ART55/1
T02584	cct	Coprococcus catus
T07118	ccom	Coprococcus comes
T07943	cev	Coprococcus eutactus
T02605	rob	Blautia obeum
T04458	byl	Blautia sp. YL58
T05095	bhan	Blautia hansenii
T05518	blau	Blautia argi
T05894	bpro	Blautia producta
T06243	blab	Blautia sp. SC05B48
T07726	bliq	Blautia liquoris
T00619	cpy	Lachnoclostridium phytofermentans
T04430	lacy	Lachnoclostridium sp. YL32
T06591	csci	Clostridium scindens
T01288	csh	Clostridium saccharolyticum WM1
T02614	cso	Clostridium cf. saccharolyticum K10
T02612	bprl	Anaerostipes hadrus
T05962	arf	Anaerostipes rhamnosivorans
T06754	acac	Anaerostipes caccae
T04072	hsd	Herbinix luporum
T04574	cpro	Anaerotignum propionicum
T05639	lua	Lachnoanaerobaculum umeaense
T05310	ehl	Anaerobutyricum hallii
T06217	pxv	Pseudobutyrivibrio xylanivorans
T06399	anr	Anaerocolumna sedimenticola
T06764	acel	Anaerocolumna cellulosilytica
T07655	acht	Anaerocolumna chitinilytica
T00908	eel	Eubacterium eligens
T02606	rto	Ruminococcus torques
T06719	rgn	Ruminococcus gnavus
T05466	cbol	Enterocloster bolteae
T08069	dlo	Dorea longicatena
T08070	sint	Sellimonas intestinalis
T08109	wcp	Wujia chipingensis
T08120	ssun	Simiaoa sunii
T08121	qdo	Qiania dongpingensis
T08122	whj	Wansuia hejianensis
T08439	mfor	Marvinbryantia formatexigens
T00909	ere	Eubacterium rectale ATCC 33656
T02587	ert	Eubacterium rectale DSM 17629
T02588	era	Eubacterium rectale M104/1
T05749	lbw	Lachnospiraceae bacterium oral taxon 500
T00487	cdf	Clostridioides difficile 630
T03885	pdc	Clostridioides difficile 630
T00997	cdc	Clostridioides difficile CD196
T00998	cdl	Clostridioides difficile R20291
T03785	pdf	Clostridioides difficile 630Derm
T03061	eac	Peptoclostridium acidaminophilum
T01334	cst	Acetoanaerobium sticklandii
T01663	faa	Filifactor alocis
T05252	psor	Paeniclostridium sordellii
T06535	roc	Romboutsia sp. CE17
T06633	phx	Peptacetobacter hiranonis
T07658	tem	Terrisporobacter sp. MCA3
T08249	tgc	Terrisporobacter glycolicus
T08095	teb	Tepidibacter sp. 8C15b
T08452	ibr	Intestinibacter bartlettii
T05383	pbq	Peptostreptococcaceae bacterium oral taxon 929
T00196	sth	Symbiobacterium thermophilum
T00396	swo	Syntrophomonas wolfei
T01253	slp	Syntrophothermus lipocalidus
T06326	salq	Candidatus Syntrophocurvum alkaliphilum
T07972	calk	Candidatus Contubernalis alkalaceticum
T00333	dsy	Desulfitobacterium hafniense Y51
T00822	dhd	Desulfitobacterium hafniense DCB-2
T02146	ddh	Desulfitobacterium dehalogenans
T02390	ddl	Desulfitobacterium dichloroeliminans
T03599	dmt	Desulfitobacterium metallireducens
T01429	sgy	Syntrophobotulus glycolicus
T01675	dor	Desulfosporosinus orientis
T02148	dai	Desulfosporosinus acidiphilus
T02207	dmi	Desulfosporosinus meridiei
T02278	ded	Dehalobacter sp. DCA
T02279	dec	Dehalobacter sp. CF
T02996	drs	Dehalobacter restrictus
T01498	dca	Desulfotomaculum nigrificans
T00519	pth	Pelotomaculum thermopropionicum
T00494	drm	Desulforamulus reducens
T01518	dru	Desulforamulus ruminis
T04823	dfg	Desulforamulus ferrireducens
T00986	dae	Desulfofarcimen acetoxidans
T01499	dku	Desulfofundulus kuznetsovii
T00655	dau	Candidatus Desulforudis audaxviator
T06762	tfr	Thermoanaerosceptrum fracticalcis
T07208	fwa	Candidatus Formimonas warabiya
T07960	aacx	Acididesulfobacillus acetoxydans
T01226	tjr	Thermincola potens
T02657	dgi	Desulfoscipio gibsoniae
T00653	hmo	Heliobacterium modesticaldum
T06277	hcv	Heliorestis convoluta
T01336	elm	Eubacterium callanderi
T05996	emt	Eubacterium maltosivorans
T06653	elim	Eubacterium limosum
T01732	awo	Acetobacterium woodii
T08273	awi	Acetobacterium wieringae
T07100	alka	Alkalibacter rhizosphaerae
T05665	cmiu	Christensenella minuta
T05737	cbar	Petrocella atlantisensis
T07172	vgu	Vallitalea guaymasensis
T07178	vpy	Vallitalea pronyensis
T07204	acae	Alkalicella caledoniensis
T01388	tmr	Thermaerobacter marianensis
T05930	thef	Thermaerobacter sp. FW80
T06418	thep	Thermaerobacter sp. PB12/4term
T01576	say	Sulfobacillus acidophilus TPY
T01746	sap	Sulfobacillus acidophilus DSM 10332
T06144	sthr	Sulfobacillus thermotolerans
T05389	cthm	Carboxydocella thermautotrophica
T04182	ibu	Intestinimonas butyriciproducens
T07961	lasa	Lawsonibacter asaccharolyticus
T08130	fms	Fenollaria massiliensis
T05355	mdv	Mogibacterium diversum
T05806	amij	Aminipila luticellarii
T06414	amic	Aminipila terrae
T06474	abut	Aminipila butyrica
T08071	etm	Emergencia timonensis
T04038	euu	Eubacterium sulci
T02610	bprm	Butyrate-producing bacterium SM4/1
T02611	bprs	Butyrate-producing bacterium SS3/4
T00081	tte	Caldanaerobacter subterraneus subsp. tengcongensis
T00648	tex	Thermoanaerobacter sp. X514
T01317	thx	Thermoanaerobacter sp. X513
T00649	tpd	Thermoanaerobacter pseudethanolicus
T01178	tit	Thermoanaerobacter italicus
T01250	tmt	Thermoanaerobacter mathranii
T01409	tbo	Thermoanaerobacter brockii
T01607	twi	Thermoanaerobacter wiegelii
T03397	tki	Thermoanaerobacter kivui
T00287	chy	Carboxydothermus hydrogenoformans
T00308	mta	Moorella thermoacetica ATCC 39073
T06431	mtho	Moorella thermoacetica DSM 521
T06429	mthz	Moorella thermoacetica DSM 2955
T00994	adg	Ammonifex degensii
T02276	tpz	Thermacetogenium phaeum
T07432	gek	Gelria sp. Kuro-4
T00506	csc	Caldicellulosiruptor saccharolyticus
T00857	ate	Caldicellulosiruptor bescii
T01293	cob	Caldicellulosiruptor obsidiansis
T01346	chd	Caldicellulosiruptor hydrothermalis
T01347	cow	Caldicellulosiruptor owensensis
T01356	cki	Caldicellulosiruptor kristjanssonii
T01600	clc	Caldicellulosiruptor lactoaceticus
T01357	ckn	Caldicellulosiruptor kronotskyensis
T05905	ccha	Caldicellulosiruptor changbaiensis
T08057	cdia	Caldicellulosiruptor diazotrophicus
T01299	ttm	Thermoanaerobacterium thermosaccharolyticum DSM 571
T02407	tto	Thermoanaerobacterium thermosaccharolyticum M0795
T01505	txy	Thermoanaerobacterium xylanolyticum
T02137	tsh	Thermoanaerobacterium saccharolyticum
T01488	tnr	Thermodesulfobium narugense
T05396	taci	Thermodesulfobium acidiphilum
T01494	mas	Mahella australiensis
T01495	tep	Tepidanaerobacter acetatoxydans Re1
T02434	tae	Tepidanaerobacter acetatoxydans Re1
T01289	toc	Thermosediminibacter oceani
T00761	nth	Natranaerobius thermophilus
T07970	ncd	Natranaerofaba carboxydovora
T00838	hor	Halothermothrix orenii
T01349	has	Halanaerobium hydrogeniformans
T01941	hpk	Halanaerobium praevalens
T05769	hals	Halocella sp. SP3-1
T07718	ifn	Iocasia fonsfrigidae
T01290	aar	Acetohalobium arabaticum
T02401	hhl	Halobacteroides halobius
T05768	aft	Anoxybacter fermentans
T07090	kme	Koleobacter methoxysyntrophicus
T00661	fma	Finegoldia magna
T00964	apr	Anaerococcus prevotii
T07162	avg	Anaerococcus vaginalis
T07194	aob	Anaerococcus obesiensis
T07804	amei	Anaerococcus mediterraneensis
T03515	pmic	Parvimonas micra
T03807	ped	Peptoniphilus sp. ING2-D1G
T05838	phar	Peptoniphilus harei
T06636	piv	Peptoniphilus ivorii
T08075	mhap	Miniphocaeibacter halophilus
T02255	cad	Gottschalkia acidurici
T05805	spoa	Tissierella sp. JN-28
T07032	kpar	Keratinibaculum paraultunense
T06467	cazo	Caloranaerobacter azorensis
T07110	sedz	Sedimentibacter sp. zth1
T08131	ecou	Ezakiella coagulans
T01130	vpr	Veillonella parvula
T04798	vat	Veillonella atypica
T05216	vrm	Veillonella rodentium
T05848	vdn	Veillonella dispar
T06972	vnk	Veillonella nakazawae
T01633	med	Megasphaera elsdenii
T05536	mhw	Megasphaera hexanoica
T05599	meg	Megasphaera stantonii
T07781	mmax	Megasphaera massiliensis
T04459	dpn	Dialister pneumosintes
T06439	dho	Dialister hominis
T01474	ssg	Selenomonas sputigena
T01799	sri	Selenomonas ruminantium subsp. lactilytica
T04017	sele	Selenomonas sp. oral taxon 478
T04745	selo	Selenomonas sp. oral taxon 136
T04818	selt	Selenomonas sp. oral taxon 920
T02593	mhg	Megamonas hypermegale
T06475	mfun	Megamonas funiformis
T03211	puf	Pelosinus sp. UFO1
T03813	pft	Pelosinus fermentans
T05819	mana	Methylomusa anaerophila
T06115	sted	Sporomusa termitida
T01151	afn	Acidaminococcus fermentans
T01639	ain	Acidaminococcus intestini
T05784	pfac	Phascolarctobacterium faecium
T01525	erh	Erysipelothrix rhusiopathiae Fujisawa
T02688	ers	Erysipelothrix rhusiopathiae SY1027
T04263	erl	Erysipelothrix larvae
T05733	eri	Erysipelothrix piscisicarius
T06512	erd	Erysipelothrix sp. HDW6C
T06822	eio	Erysipelothrix inopinata
T02586	euc	Faecalitalea cylindroides
T04268	fro	Faecalibaculum rodentium
T06426	aarg	Amedibacterium intestinale JCM 30884
T06427	absi	Amedibacterium intestinale 9CBEGH2
T06525	ciu	Clostridium innocuum
T06753	erm	Erysipelatoclostridium ramosum
T06868	fit	Faecalibacillus intestinalis
T07046	bull	Bulleidia sp. zg-1006
T05736	ebm	Intestinibaculum porci
T07231	lcg	Longicatena caecimuris
T08025	amuo	Allobaculum mucolyticum
T08047	allo	Allobaculum sp. Allo2
T04439	erb	Erysipelotrichaceae bacterium I46
T04254	tur	Turicibacter sp. H121
T06584	tsg	Turicibacter sanguinis
T08328	tbb	Turicibacter bilis
T08440	cmit	Catenibacterium mitsuokai
T04150	lpil	Limnochorda pilosa
T07734	ett	Endosymbiont 'TC1' of Trimyema compressum
T00002	mge	Mycoplasma genitalium G37
T02208	mgu	Mycoplasma genitalium M2288
T02209	mgc	Mycoplasma genitalium M2321
T02210	mgq	Mycoplasma genitalium M6282
T02211	mgx	Mycoplasma genitalium M6320
T00006	mpn	Mycoplasma pneumoniae M129
T01712	mpm	Mycoplasma pneumoniae 309
T01926	mpj	Mycoplasma pneumoniae FH
T02596	mpb	Mycoplasma pneumoniae M129-B7
T00131	mga	Mycoplasma gallisepticum R(low)
T01923	mgh	Mycoplasma gallisepticum R(high)
T01924	mgf	Mycoplasma gallisepticum F
T02200	mgn	Mycoplasma gallisepticum NC06_2006.080-5-2P
T02201	mgs	Mycoplasma gallisepticum NC95_13295-2-2P
T02202	mgt	Mycoplasma gallisepticum NY01_2001.047-5-1P
T02203	mgv	Mycoplasma gallisepticum VA94_7994-1-7P
T02204	mgw	Mycoplasma gallisepticum WI01_2001.043-13-2P
T02326	mgac	Mycoplasma gallisepticum CA06_2006.052-5-2P
T02327	mgan	Mycoplasma gallisepticum NC08_2008.031-4-3P
T02328	mgnc	Mycoplasma gallisepticum NC96_1596-4-2P
T02953	mgz	Mycoplasma gallisepticum S6
T00161	mmy	Mycoplasma mycoides subsp. mycoides SC PG1
T02595	mmym	Mycoplasma mycoides subsp. mycoides SC Gladysdale
T03541	mmyi	Mycoplasma mycoides subsp. mycoides izsam_mm5713
T01478	mml	Mycoplasma mycoides subsp. capri LC 95010
T00309	mcp	Mycoplasma capricolum subsp. capricolum ATCC 27343
T03697	mcac	Mycoplasma capricolum subsp. capripneumoniae 9231-Abomsa
T03703	mcap	Mycoplasma capricolum subsp. capripneumoniae F38
T03704	mcar	Mycoplasma capricolum subsp. capripneumoniae ILRI181
T03705	mcai	Mycoplasma capricolum subsp. capripneumoniae 87001
T01367	mlc	Mycoplasma leachii PG50
T02144	mlh	Mycoplasma leachii 99/014/6
T07962	mfer	Mycoplasma feriruminatoris
T01205	mcd	Mycoplasma crocodyli
T01418	mha	Mycoplasma haemofelis Langford 1
T01944	mhf	Mycoplasma haemofelis Ohio2
T01438	mss	Mycoplasma suis Illinois
T01442	msk	Mycoplasma suis KI3806
T01599	mpf	Mycoplasma putrefaciens KS1
T02637	mput	Mycoplasma putrefaciens Mput9231
T01666	mhe	Mycoplasma haemocanis
T02179	mwe	Mycoplasma wenyonii
T02329	mhl	Candidatus Mycoplasma haemolamae
T02582	mhb	Candidatus Mycoplasma haemominutum
T02873	mpv	Mycoplasma parvum
T02962	mov	Mycoplasma ovis
T03676	myt	Mycoplasma yeatsii
T04239	myg	Mycoplasma sp. (ex Biomphalaria glabrata)
T06380	mamp	Mycoplasma amphoriforme
T06570	mans	Mycoplasma anserisalpingitidis
T06848	mnh	Mycoplasma nasistruthionis
T06913	mstr	Mycoplasma struthionis
T07141	mtuy	Mycoplasma tullyi
T07926	mtau	Mycoplasma tauri
T08007	mmir	Mycoplasma miroungigenitalium
T08086	mmio	Mycoplasma miroungirhinis
T08105	mphe	Mycoplasma phocoenae
T08146	mphn	Mycoplasma phocoeninasale
T08471	mfd	Mycoplasma fastidiosum
T00176	mmo	Mycoplasma mobile
T00206	mhy	Mycoplasma hyopneumoniae 232
T00260	mhj	Mycoplasma hyopneumoniae J
T00264	mhp	Mycoplasma hyopneumoniae 7448
T01925	mhn	Mycoplasma hyopneumoniae 168
T02675	mhyl	Mycoplasma hyopneumoniae 168-L
T02750	mhyo	Mycoplasma hyopneumoniae 7422
T00919	mco	Mesomycoplasma conjunctivae
T01301	mhr	Mesomycoplasma hyorhinis HUB-1
T01730	mhh	Mesomycoplasma hyorhinis GDL-1
T01945	mhm	Mesomycoplasma hyorhinis MCLD
T02351	mhs	Mesomycoplasma hyorhinis SK76
T02927	mhv	Mesomycoplasma hyorhinis DBS 1050
T03034	mbc	Mesomycoplasma bovoculi
T03538	mfq	Mycoplasma flocculare
T03700	mds	Mesomycoplasma dispar
T06888	mnu	Mesomycoplasma neurolyticum
T08113	moe	Mesomycoplasma ovipneumoniae
T08463	mmol	Mesomycoplasma molare
T03247	mcr	Mycoplasmopsis californica
T03651	mcm	Mycoplasmopsis californicum
T03898	mgb	Mycoplasmopsis gallinacea
T06765	mgly	Mycoplasmopsis glycophila
T06766	mcou	Mycoplasmopsis columboralis
T06777	mcom	Mycoplasmopsis columbina
T00055	mpu	Mycoplasma pulmonis
T00261	msy	Mycoplasma synoviae 53
T04518	mso	Mycoplasmopsis synoviae ATCC 25204
T00536	maa	Mycoplasma agalactiae PG2
T01192	mal	Mycoplasma agalactiae 5632
T01325	mfr	Mycoplasmopsis fermentans JER
T01402	mfm	Mycoplasma fermentans M64
T02594	mfp	Mycoplasmopsis fermentans PG18
T01366	mbv	Mycoplasmopsis bovis PG45
T01568	mbh	Mycoplasma bovis Hubei-1
T02143	mbi	Mycoplasma bovis HB0801
T03268	mbq	Mycoplasmopsis bovis CQ-W70
T02424	mcy	Mycoplasma cynos
T03936	mcas	Mycoplasma canis LV
T04557	mck	Mycoplasmopsis canis PG 14
T04176	marg	Mycoplasma arginini
T05055	mpul	Mycoplasma pullorum
T05188	mbov	Mycoplasma bovigenitalium
T06002	mboh	Mycoplasmopsis bovirhinis
T06827	mani	Mycoplasmopsis anatis
T06916	mphi	Mycoplasmopsis phocirhinis
T07088	mfel	Mycoplasmopsis felis
T07092	medw	Mycoplasmopsis edwardii
T07093	mgal	Mycoplasmopsis gallopavonis
T07104	mcit	Mycoplasmopsis citelli
T07105	mmau	Mycoplasmopsis maculosa
T07139	mmel	Mycoplasmopsis meleagridis
T07140	mcob	Mycoplasmopsis columbinasalis
T00040	uur	Ureaplasma parvum serovar 3 ATCC 700970
T00680	upa	Ureaplasma parvum serovar 3 ATCC 27815
T03673	upr	Ureaplasma parvum serovar 3 SV3F4
T00781	uue	Ureaplasma urealyticum
T03053	hcr	Candidatus Hepatoplasma crinochetorum
T00154	poy	Onion yellows phytoplasma OY-M
T00314	ayw	Aster yellows witches'-broom phytoplasma AYWB
T04456	mbp	Maize bushy stunt phytoplasma
T00729	pml	Candidatus Phytoplasma mali
T00752	pal	Candidatus Phytoplasma australiense
T02674	nzs	Strawberry lethal yellows phytoplasma (CPA) NZSb11
T02881	psol	Candidatus Phytoplasma solani
T05675	pzi	Candidatus Phytoplasma ziziphi
T08290	pvh	Candidatus Phytoplasma vitis
T07569	pluf	Candidatus Phytoplasma luffae
T00659	acl	Acholeplasma laidlawii
T03695	aoc	Acholeplasma oculi
T06645	ahk	Acholeplasma hippikon
T03095	abra	Paracholeplasma brassicae
T03096	apal	Alteracholeplasma palmae
T05950	aaxa	Haploplasma axanthum
T07723	manr	Mariniplasma anaerobium
T00187	mfl	Mesoplasma florum L1
T02878	mfw	Mesoplasma florum W37
T05062	mchc	Mesoplasma chauliocola
T05127	mlac	Mesoplasma lactucae
T05159	ment	Mesoplasma entomophilum
T05255	msyr	Mesoplasma syrphidae
T05273	mtab	Mesoplasma tabanidae
T05286	mcol	Mesoplasma coleopterae
T05222	efr	Entomoplasma freundtii
T05235	eml	Entomoplasma melaleucae
T05209	elj	Williamsoniiplasma luminosum
T05210	esx	Williamsoniiplasma somnilux
T02676	scr	Spiroplasma chrysopicola
T02677	ssyr	Spiroplasma syrphidicola
T02741	sdi	Spiroplasma diminutum
T02742	stai	Spiroplasma taiwanense
T02945	sapi	Spiroplasma apis
T03003	smir	Spiroplasma mirum ATCC 29335
T03382	smia	Spiroplasma mirum ATCC 29335 SMCA
T03047	scq	Spiroplasma culicicola
T03048	ssab	Spiroplasma sabaudiense
T03973	satr	Spiroplasma atrichopogonis
T03974	seri	Spiroplasma eriocheiris
T04034	stur	Spiroplasma turonicum
T04047	sll	Spiroplasma litorale
T04056	skn	Spiroplasma kunkelii
T04084	scj	Spiroplasma cantharicola
T04620	shj	Spiroplasma helicoides
T04628	sck	Spiroplasma citri
T05283	sfz	Spiroplasma floricola
T05302	scou	Spiroplasma corruscae
T05330	scla	Spiroplasma clarkii
T05859	sprn	Spiroplasma sp. NBRC 100390
T06095	spit	Spiroplasma sp. TU-14
T06336	stab	Spiroplasma tabanidicola
T06376	sphh	Spiroplasma phoeniceum
T06543	smoo	Spiroplasma monobiae
T06597	salx	Spiroplasma alleghenense
T06685	sgq	Spiroplasma gladiatoris
T06905	schi	Spiroplasma chinense
T07411	smei	Spiroplasma melliferum
T08168	splt	Spiroplasma platyhelix
